City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,Adre,TD,13.4667,22.2,64.35,12,4,12.75,clear sky
327,Mana,GF,5.6592,-53.7767,77.63,79,69,7.96,broken clouds
328,Salina Cruz,MX,16.1667,-95.2,79.05,52,29,25.75,scattered clouds
329,Atambua,ID,-9.1061,124.8925,74.32,89,100,1.83,overcast clouds
330,At-Bashi,KG,41.1702,75.8106,0.86,86,87,2.48,overcast clouds
331,Beringovskiy,RU,63.05,179.3167,-19.26,87,7,6.87,clear sky
332,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.64,95,98,1.19,light rain
333,Ayagoz,KZ,47.9714,80.4392,2.25,95,100,5.91,overcast clouds
334,Beloha,MG,-25.1667,45.05,72.19,89,0,4.07,clear sky
335,Tura,IN,25.5198,90.2201,56.03,66,6,2.93,clear sky
336,Ninotsminda,GE,41.2646,43.5916,23.45,94,94,7.0,overcast clouds
337,Calbuco,CL,-41.768,-73.1273,69.01,68,100,13.82,overcast clouds
338,Luanda,AO,-8.8368,13.2343,77.0,83,75,5.75,broken clouds
339,Sumbe,AO,-11.2061,13.8437,76.12,79,100,7.63,overcast clouds
340,Oranjemund,NA,-28.55,16.4333,64.11,88,0,10.47,clear sky
341,Delta Del Tigre,UY,-34.7633,-56.3853,75.61,57,20,13.8,few clouds
342,Mizque,BO,-17.941,-65.3402,65.62,69,99,6.89,overcast clouds
343,Salamiyah,SY,35.0113,37.0532,46.04,85,99,16.11,overcast clouds
344,Sinnamary,GF,5.3833,-52.95,76.84,85,33,9.91,scattered clouds
345,Tsaratanana,MG,-16.7833,47.65,74.34,94,100,2.26,light rain
346,Itigi,TZ,-5.7,34.4833,62.94,94,100,2.55,overcast clouds
347,Tazovskiy,RU,67.4667,78.7,-2.43,96,74,11.41,broken clouds
348,Tynda,RU,55.1667,124.7167,-18.58,97,100,2.39,overcast clouds
349,Ornskoldsvik,SE,63.2909,18.7153,25.75,93,25,8.05,scattered clouds
350,Port Shepstone,ZA,-30.7414,30.455,75.33,87,99,12.8,light rain
351,Grenville,GD,12.1167,-61.6167,82.45,76,7,13.76,clear sky
352,Jalgaon,IN,21.0167,75.5667,66.96,35,71,2.39,broken clouds
353,Jacareacanga,BR,-6.2222,-57.7528,75.85,89,100,1.25,moderate rain
354,Waingapu,ID,-9.6567,120.2641,78.35,84,100,4.83,overcast clouds
355,Nishihara,JP,26.1842,127.7558,63.68,94,100,19.57,light intensity shower rain
356,Basco,PH,20.4487,121.9702,74.95,82,34,14.52,scattered clouds
357,Lompoc,US,34.6391,-120.4579,88.7,19,0,11.5,clear sky
358,Amahai,ID,-3.3333,128.9167,76.95,90,100,10.49,overcast clouds
359,Maua,BR,-23.6678,-46.4614,71.4,91,73,8.43,broken clouds
360,Zhigansk,RU,66.7697,123.3711,-32.75,97,98,7.94,overcast clouds
361,Alugan,PH,12.2188,125.4808,78.84,77,97,12.75,overcast clouds
362,Iranshahr,IR,27.2025,60.6848,53.94,20,0,6.91,clear sky
363,Sakakah,SA,29.9697,40.2064,62.17,33,49,12.95,scattered clouds
364,Guaraniacu,BR,-25.1008,-52.8781,71.56,67,84,3.09,broken clouds
365,Auki,SB,-8.7676,160.7034,81.41,83,89,10.2,overcast clouds
366,Takoradi,GH,4.8845,-1.7554,79.07,87,5,6.93,clear sky
367,Keetmanshoop,NA,-26.5833,18.1333,82.94,23,95,13.35,overcast clouds
368,Asau,RO,46.4333,26.4,41.92,90,18,7.11,few clouds
369,Barrhead,GB,55.7992,-4.3929,38.64,92,75,12.66,broken clouds
370,Belgrade,RS,44.804,20.4651,46.06,77,0,5.75,clear sky
371,Okhtyrka,UA,50.3104,34.8988,26.89,92,66,9.71,broken clouds
372,Subate,LV,56.0062,25.9076,37.35,87,100,14.79,overcast clouds
373,Prince Rupert,CA,54.3161,-130.3201,47.89,100,100,19.57,moderate rain
374,Voh,NC,-20.9667,164.7,79.56,93,100,15.59,overcast clouds
375,Kahului,US,20.8947,-156.47,78.84,68,6,4.0,clear sky
376,Cockburn Town,TC,21.4612,-71.1419,77.95,75,0,19.55,clear sky
377,Tulun,RU,54.5611,100.5792,-16.1,100,98,3.02,overcast clouds
378,Tuatapere,NZ,-46.1333,167.6833,69.82,71,32,2.86,scattered clouds
379,Wabana,CA,47.6332,-52.9481,36.07,92,100,20.71,light shower snow
380,Omboue,GA,-1.5746,9.2618,78.53,86,100,4.63,light rain
381,Bilma,NE,18.6853,12.9164,64.33,12,0,11.56,clear sky
382,Khandyga,RU,62.6667,135.6,-39.96,100,75,1.16,broken clouds
383,Chernoyerkovskaya,RU,45.4331,37.7686,37.9,79,15,6.62,few clouds
384,Dalbandin,PK,28.8947,64.4101,50.43,27,0,4.94,clear sky
385,Marawi,PH,7.9986,124.2928,65.64,95,100,2.15,overcast clouds
386,Coahuayana,MX,18.7333,-103.6833,83.55,41,0,7.96,clear sky
387,Ixtapa,MX,20.7,-105.2,82.56,32,0,8.3,clear sky
388,Kununurra,AU,-15.7667,128.7333,76.98,94,34,3.44,scattered clouds
389,Urumqi,CN,43.801,87.6005,4.15,92,75,6.71,mist
390,Ileza,RU,61.0533,43.9002,23.18,96,99,6.78,overcast clouds
391,Mount Gambier,AU,-37.8333,140.7667,57.11,82,40,0.0,scattered clouds
392,Manokwari,ID,-0.8667,134.0833,76.12,89,100,6.15,overcast clouds
393,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,92,75,6.71,broken clouds
394,Shediac,CA,46.2198,-64.5411,35.65,86,100,13.8,overcast clouds
395,Issoudun,FR,47.0,1.8333,46.31,81,0,10.36,clear sky
396,Vestmanna,FO,62.1564,-7.1664,29.32,93,75,0.0,snow
397,Tilichiki,RU,60.4667,166.1,-17.12,82,12,6.62,few clouds
398,Oktyabrskiy,RU,54.4815,53.471,19.18,90,100,12.06,overcast clouds
399,Kichera,RU,55.9375,110.0997,-7.74,86,97,6.38,overcast clouds
400,Jonava,LT,55.0833,24.2833,41.11,94,100,17.27,light intensity drizzle
401,Traverse City,US,44.7631,-85.6206,37.83,84,100,3.0,overcast clouds
402,Atar,MR,20.5169,-13.0499,73.2,10,1,9.6,clear sky
403,Pontes E Lacerda,BR,-15.2261,-59.3353,74.89,94,100,3.51,light rain
404,Mehamn,NO,71.0357,27.8492,22.91,89,44,12.71,scattered clouds
405,Pakdasht,IR,35.4752,51.6807,46.4,32,8,3.22,clear sky
406,Christchurch,NZ,-43.5333,172.6333,67.03,95,75,5.75,broken clouds
407,Broken Hill,AU,-31.95,141.4333,65.91,59,9,18.41,clear sky
408,Puerto Escondido,MX,15.85,-97.0667,82.17,59,31,6.24,scattered clouds
409,Linjiang,CN,41.8069,126.9078,7.86,98,88,1.3,overcast clouds
410,Goderich,CA,43.7501,-81.7165,39.52,70,100,12.66,overcast clouds
411,Sambava,MG,-14.2667,50.1667,75.58,93,70,5.37,light rain
412,Avera,US,33.194,-82.5271,63.37,42,0,6.4,clear sky
413,Palmer,US,42.1584,-72.3287,42.48,50,0,4.79,clear sky
414,Mazagao,BR,-0.115,-51.2894,87.85,89,85,4.07,overcast clouds
415,Malakal,SS,9.5334,31.6605,82.99,22,4,8.68,clear sky
416,Tucuman,AR,-26.8241,-65.2226,87.8,37,0,8.05,clear sky
417,Hovd,MN,48.0056,91.6419,-8.55,95,99,2.15,overcast clouds
418,Irbil,IQ,36.1926,44.0106,57.02,47,40,6.91,scattered clouds
419,Dukat,RU,62.55,155.55,-21.28,68,68,3.91,broken clouds
420,Luwuk,ID,-0.9516,122.7875,77.88,83,100,2.46,overcast clouds
421,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,39,0,11.5,clear sky
422,Venice,US,27.0998,-82.4543,71.98,64,0,16.11,clear sky
423,Laguna,US,38.421,-121.4238,76.82,42,0,1.01,clear sky
424,Saint-Georges,GD,12.0564,-61.7485,82.08,69,40,12.66,scattered clouds
425,Harsin,IR,34.2721,47.5861,32.81,53,1,5.17,clear sky
426,Sonta,RS,45.5947,19.0981,41.29,72,4,4.16,clear sky
427,Tambura,SS,5.6,27.4667,74.34,28,26,1.03,scattered clouds
428,Wajima,JP,37.4,136.9,40.41,73,100,12.82,overcast clouds
429,Talara,PE,-4.5772,-81.2719,83.16,54,0,14.97,clear sky
430,Huarmey,PE,-10.0681,-78.1522,73.9,72,98,8.32,overcast clouds
431,Kalmar,SE,56.6616,16.3616,39.13,80,0,17.27,clear sky
432,Chute-Aux-Outardes,CA,49.1168,-68.399,30.51,93,75,8.05,broken clouds
433,Jalu,LY,29.0331,21.5482,52.63,50,18,10.45,few clouds
434,Huanren,CN,41.2647,125.3667,13.05,97,92,0.31,overcast clouds
435,Bemidji,US,47.4736,-94.8803,20.14,79,100,16.11,overcast clouds
436,Sabalgarh,IN,26.25,77.4,52.25,95,1,5.17,clear sky
437,Poya,NC,-21.35,165.15,80.24,92,100,12.46,overcast clouds
438,Klaksvik,FO,62.2266,-6.589,31.12,70,100,17.4,snow
439,Dharchula,IN,29.85,80.5333,38.14,70,22,8.48,few clouds
440,Wilmington,US,34.2257,-77.9447,57.94,63,0,1.59,clear sky
441,Lixourion,GR,38.2019,20.4314,50.79,51,0,4.59,clear sky
442,Maarianhamina,AX,60.0973,19.9348,37.26,70,0,9.22,clear sky
443,Rumoi,JP,43.9344,141.6428,15.22,87,82,6.46,broken clouds
444,Mukilteo,US,47.9445,-122.3046,56.93,82,100,2.3,overcast clouds
445,Altay,CN,47.8667,88.1167,5.86,88,99,4.34,overcast clouds
446,Bismarck,US,46.8083,-100.7837,37.87,73,0,18.41,clear sky
447,Yatou,CN,37.15,122.3833,32.77,71,25,4.14,scattered clouds
448,Altamira,BR,-3.2033,-52.2064,84.29,79,40,5.75,scattered clouds
449,Saint Anthony,US,45.0205,-93.218,31.93,69,100,24.16,overcast clouds
450,Maicao,CO,11.3832,-72.2432,84.78,54,67,13.18,broken clouds
451,Evensk,RU,61.95,159.2333,-12.21,72,25,5.1,scattered clouds
452,Balykshi,KZ,47.0667,51.8667,28.4,86,0,15.66,clear sky
453,Puerto Narino,CO,-3.7703,-70.3831,87.75,99,100,1.12,overcast clouds
454,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,33,75,25.32,broken clouds
455,Northam,GB,51.0333,-4.2167,47.01,97,100,4.41,overcast clouds
456,Tayoltita,MX,24.0833,-105.9333,74.28,17,6,7.25,clear sky
457,Helena,US,46.5927,-112.0361,50.41,55,70,15.01,broken clouds
458,Macklin,CA,52.3334,-109.9348,39.54,95,84,6.13,broken clouds
459,Bubaque,GW,11.2833,-15.8333,78.3,77,22,12.68,few clouds
460,Salta,AR,-24.7859,-65.4117,79.09,53,40,10.36,scattered clouds
461,Svetlogorsk,BY,52.6333,29.7333,31.71,98,100,10.98,snow
462,Tashla,RU,51.7716,52.7427,17.89,93,100,13.29,overcast clouds
463,Cap Estate,LC,14.0833,-60.95,80.26,69,40,12.66,scattered clouds
464,Launceston,AU,-41.45,147.1667,62.8,79,75,6.91,broken clouds
465,Do Gonbadan,IR,30.3586,50.7981,42.89,87,0,0.0,clear sky
466,Nouadhibou,MR,20.931,-17.0347,76.98,23,0,2.3,clear sky
467,Morshansk,RU,53.4435,41.8107,15.91,96,100,3.49,overcast clouds
468,Shitanjing,CN,39.2342,106.3439,14.95,48,59,3.51,broken clouds
469,Goedereede,NL,51.8175,3.9806,49.05,84,100,1.01,overcast clouds
470,Kholmskaya,RU,44.846,38.389,32.79,86,29,3.96,scattered clouds
471,Solnechnyy,RU,50.7214,136.6319,-2.56,98,100,1.99,overcast clouds
472,Ojinaga,MX,29.5667,-104.4167,68.58,20,0,0.0,clear sky
473,Mbulu,TZ,-3.85,35.5333,63.1,58,98,3.51,overcast clouds
474,Harper,LR,4.375,-7.7169,79.75,85,98,11.07,overcast clouds
475,Pemba,MZ,-12.974,40.5178,79.5,83,20,5.75,thunderstorm
476,Ciudad Bolivar,VE,8.1222,-63.5497,90.64,32,100,11.7,overcast clouds
477,Kalmunai,LK,7.4167,81.8167,75.34,81,94,6.42,overcast clouds
478,Iraan,US,30.914,-101.8979,68.56,6,0,1.01,clear sky
479,Bulgan,MN,48.8125,103.5347,-0.36,99,100,2.35,light snow
480,Polunochnoye,RU,60.8697,60.4153,12.72,94,100,10.25,overcast clouds
481,Meadow Lake,US,34.8014,-106.5436,54.86,21,2,7.54,clear sky
482,Santo Angelo,BR,-28.2992,-54.2631,86.32,28,0,4.61,clear sky
483,Belyy Yar,RU,53.6039,91.3903,-17.14,80,100,0.0,overcast clouds
484,Novosheshminsk,RU,55.0651,51.2338,23.86,88,100,18.03,overcast clouds
485,Hammerfest,NO,70.6634,23.6821,23.45,68,0,11.5,clear sky
486,Macenta,GN,8.5435,-9.471,72.7,23,0,3.36,clear sky
487,Tsiroanomandidy,MG,-18.7667,46.0333,69.6,97,99,1.79,heavy intensity rain
488,Sola,VU,-13.8833,167.55,82.31,80,96,25.26,overcast clouds
489,Norman Wells,CA,65.282,-126.8329,-7.56,64,100,17.27,overcast clouds
490,Honningsvag,NO,70.9821,25.9704,25.47,81,58,29.01,broken clouds
491,Pustoshka,RU,56.3355,29.369,32.7,98,100,10.98,light snow
492,Ahar,IR,38.4774,47.0699,29.34,89,63,8.28,broken clouds
493,Houma,US,29.5958,-90.7195,66.2,38,0,1.99,clear sky
494,Katangli,RU,51.7102,143.2326,12.7,95,100,9.73,snow
495,Jishou,CN,28.3167,109.7167,39.4,90,100,1.72,overcast clouds
496,Sistranda,NO,63.7256,8.834,37.9,72,91,39.15,overcast clouds
497,Mount Vernon,US,40.9126,-73.8371,45.99,59,3,3.0,clear sky
498,Mandal,IN,25.45,74.5667,54.36,87,0,7.25,clear sky
499,Alice Springs,AU,-23.7,133.8833,72.95,68,44,4.61,scattered clouds
500,Olinda,BR,-8.0089,-34.8553,83.93,65,40,6.91,scattered clouds
501,Leningradskiy,RU,69.3833,178.4167,-28.97,97,100,6.78,overcast clouds
502,Waipawa,NZ,-41.4122,175.5153,72.45,71,88,8.16,overcast clouds
503,Cabimas,VE,10.3883,-71.4399,84.81,64,95,9.51,overcast clouds
504,Moree,AU,-29.4667,149.85,75.47,47,0,10.96,clear sky
505,Goodyear,US,33.4353,-112.3582,81.01,8,20,3.44,few clouds
506,Saint Paul,US,44.9444,-93.0933,32.56,69,100,24.16,overcast clouds
507,Luba,GQ,3.4568,8.5547,81.34,76,72,6.58,broken clouds
508,Edea,CM,3.8,10.1333,76.93,88,69,1.66,broken clouds
509,Srednekolymsk,RU,67.45,153.6833,-43.08,99,91,6.93,overcast clouds
510,Howick,ZA,-29.4779,30.2306,63.03,96,59,1.14,broken clouds
511,Shankargarh,IN,25.1833,81.6167,57.69,83,84,8.41,broken clouds
512,Jaciara,BR,-15.9653,-54.9683,71.35,96,100,2.35,moderate rain
513,San Jose,US,37.3394,-121.895,77.74,28,75,6.91,broken clouds
514,Golfito,CR,8.639,-83.166,81.45,78,71,3.76,light rain
515,Les Cayes,HT,18.2,-73.75,78.84,73,16,6.87,few clouds
516,Oeiras Do Para,BR,-2.0031,-49.8544,75.15,96,73,3.8,broken clouds
517,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.52,97,100,1.97,overcast clouds
518,West Wendover,US,40.7391,-114.0733,51.39,36,78,5.82,broken clouds
519,Bonavista,CA,48.6499,-53.1147,37.11,95,100,14.25,overcast clouds
520,Kieta,PG,-6.2167,155.6333,83.26,75,66,4.56,broken clouds
521,Barreirinhas,BR,-2.7469,-42.8264,77.41,86,52,6.04,broken clouds
522,Contamana,PE,-7.3333,-75.0167,79.47,78,98,3.0,overcast clouds
523,Adrar,MR,20.5022,-10.0711,67.21,11,1,12.44,clear sky
524,La Rioja,ES,42.25,-2.5,42.04,53,0,4.7,clear sky
525,Damaturu,NG,11.747,11.9608,66.7,10,6,9.15,clear sky
526,Culpeper,US,38.5004,-77.9664,58.71,23,0,5.75,clear sky
527,Isiro,CD,2.7739,27.616,70.03,48,44,2.53,scattered clouds
528,Moreira Sales,BR,-24.0622,-53.0069,77.02,64,95,4.7,overcast clouds
529,Surt,LY,31.2089,16.5887,57.43,60,94,11.79,overcast clouds
530,Vuktyl,RU,63.8567,57.3094,11.52,78,17,12.55,few clouds
531,Dwarka,IN,22.2394,68.9678,69.49,62,0,14.0,clear sky
532,Ahipara,NZ,-35.1667,173.1667,76.1,80,91,10.04,overcast clouds
533,Rabak,SD,13.1809,32.74,76.86,25,1,11.21,clear sky
534,Dapaong,TG,10.8639,0.205,80.85,12,21,7.92,few clouds
535,New Bern,US,35.1085,-77.0441,59.09,57,2,1.45,clear sky
536,Ganta,LR,7.3022,-8.5308,74.77,32,9,3.09,clear sky
537,Kaa-Khem,RU,51.6833,94.7333,-20.43,88,28,4.43,scattered clouds
538,Fort Nelson,CA,58.8053,-122.7002,8.19,85,100,4.61,overcast clouds
539,Hanmer Springs,NZ,-42.5167,172.8167,67.35,94,100,3.74,moderate rain
540,Rio Cuarto,AR,-33.1307,-64.3499,83.68,20,3,12.39,clear sky
541,Faya,SA,18.3851,42.4509,56.1,77,2,5.57,clear sky
542,Nizwa,OM,22.9333,57.5333,61.07,64,0,1.25,clear sky
543,Jiayuguan,CN,39.8167,98.3,18.95,54,100,5.46,overcast clouds
544,Udupi,IN,13.35,74.75,76.24,90,5,2.68,clear sky
545,Richards Bay,ZA,-28.783,32.0377,70.29,90,0,2.51,clear sky
546,Isangel,VU,-19.55,169.2667,78.76,95,100,34.14,heavy intensity rain
547,Chiplun,IN,17.5333,73.5167,62.26,78,24,2.08,few clouds
548,Taldan,RU,53.6667,124.8,-6.84,99,96,2.3,overcast clouds
549,Pombas,CV,17.1503,-25.0201,71.38,71,25,6.49,scattered clouds
550,Alyangula,AU,-13.8483,136.4192,83.32,75,84,13.4,broken clouds
551,Sabla,NG,12.7525,4.7077,75.43,12,5,10.13,clear sky
552,Orange Cove,US,36.6244,-119.3137,75.29,28,61,2.75,broken clouds
553,Goundam,ML,16.4145,-3.6708,71.1,8,0,10.63,clear sky
554,Oranjestad,AW,12.524,-70.027,79.12,80,27,20.92,scattered clouds
555,Wanning,CN,18.8003,110.3967,71.1,93,78,5.55,broken clouds
556,Middelburg,ZA,-25.7751,29.4648,70.84,54,84,10.6,broken clouds
557,Mujiayingzi,CN,42.1167,118.7833,19.42,64,0,5.64,clear sky
558,Ellisras,ZA,-23.6649,27.7443,71.35,58,31,1.63,scattered clouds
559,Sorong,ID,-0.8833,131.25,78.17,87,100,3.87,light rain
560,Ca Mau,VN,9.1769,105.15,76.84,83,90,9.6,overcast clouds
561,Ocampo,MX,21.65,-101.5,69.94,19,1,14.23,clear sky
562,Rocha,UY,-34.4833,-54.3333,68.56,69,7,10.25,clear sky
563,Riverton,US,40.5219,-111.9391,50.5,40,0,11.5,clear sky
564,Villarrica,PY,-25.75,-56.4333,82.13,39,0,3.18,clear sky
565,Berwick,US,41.0545,-76.2333,48.06,76,62,8.41,broken clouds
566,Urengoy,RU,65.9667,78.3667,-8.93,88,69,10.02,broken clouds
567,Iralaya,HN,15.0,-83.2333,79.63,68,22,12.21,few clouds
568,Umea,SE,63.8284,20.2597,27.91,93,0,3.44,clear sky
569,Nioro,GM,13.35,-15.75,83.61,9,55,7.72,broken clouds
570,Vieste,IT,41.8825,16.175,52.57,50,0,8.61,clear sky
571,Hamilton,US,39.1834,-84.5333,51.62,54,91,3.0,overcast clouds
572,Komsomolskiy,UZ,40.4272,71.7189,35.02,74,100,4.61,overcast clouds
573,Bowen,AU,-20.0167,148.2333,77.49,72,12,5.39,few clouds
574,Boca Do Acre,BR,-8.7522,-67.3978,78.17,94,48,2.64,scattered clouds
575,Kautokeino,NO,69.0125,23.0412,16.14,94,100,5.3,overcast clouds
576,Bage,BR,-31.3314,-54.1069,80.38,39,0,10.36,clear sky
577,Odweyne,SO,9.4092,45.064,66.24,30,58,9.71,broken clouds
578,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.55,83,99,2.64,light rain
579,Okato,NZ,-39.2,173.8833,74.91,91,94,12.1,overcast clouds
580,Margate,GB,51.3813,1.3862,48.88,86,93,3.0,overcast clouds
581,Terrace,CA,54.5163,-128.6035,43.43,100,100,5.01,heavy intensity rain
582,Vanimo,PG,-2.6741,141.3028,78.46,86,86,2.26,overcast clouds
583,Manta,EC,-0.95,-80.7333,77.95,78,100,12.86,overcast clouds
584,Bonthe,SL,7.5264,-12.505,77.88,87,0,5.84,clear sky
585,Krasnoselkup,RU,65.7,82.4667,-12.48,87,48,9.89,scattered clouds
586,Coihaique,CL,-45.5752,-72.0662,66.15,27,20,6.91,few clouds
587,Nadym,RU,65.5333,72.5167,-3.53,97,12,12.35,few clouds
588,Qinhuangdao,CN,39.9317,119.5883,30.99,59,4,3.96,clear sky
589,Bathurst,AU,-33.4166,149.5806,74.28,65,6,1.01,clear sky
590,Usmajac,MX,19.8667,-103.5667,77.68,16,0,7.9,clear sky
591,Almaznyy,RU,48.0448,40.045,28.54,74,100,11.63,overcast clouds
592,Ewa Beach,US,21.3156,-158.0072,81.01,55,6,11.01,clear sky
593,Chase,CA,50.8165,-119.6857,45.39,97,99,1.61,overcast clouds
594,Mecca,SA,21.4267,39.8261,72.25,77,2,1.99,clear sky
595,Praia,CV,14.9215,-23.5087,75.74,57,0,12.66,clear sky
596,Yurimaguas,PE,-5.9,-76.0833,77.72,95,99,0.83,overcast clouds
597,Nuuk,GL,64.1835,-51.7216,23.61,93,100,27.63,heavy snow
598,Banjarmasin,ID,-3.3244,114.591,75.34,95,100,0.94,light rain
599,Muzhi,RU,65.3667,64.6667,0.97,98,97,6.78,overcast clouds
600,Chimbote,PE,-9.0853,-78.5783,73.99,67,100,8.48,overcast clouds
601,Sioux Lookout,CA,50.1001,-91.917,12.58,90,100,11.86,overcast clouds
602,Kaitong,CN,44.8135,123.15,0.03,98,63,5.21,broken clouds
603,Kathmandu,NP,27.7167,85.3167,44.1,79,73,2.17,broken clouds
604,Lincoln,US,40.8,-96.667,52.18,36,0,16.11,clear sky
605,Dakoro,NE,14.5106,6.765,69.24,9,3,11.21,clear sky
606,Tual,ID,-5.6667,132.75,81.36,82,100,17.49,light rain
607,Silver City,US,32.7701,-108.2803,60.67,13,0,9.22,clear sky
608,Haines Junction,CA,60.7522,-137.5108,36.55,91,30,9.57,scattered clouds
609,Bestobe,KZ,52.4994,73.0975,-8.86,100,90,5.44,overcast clouds
610,Ndioum,SN,16.5129,-14.6471,82.06,7,24,10.87,few clouds
611,Vangaindrano,MG,-23.35,47.6,75.49,94,48,5.46,light rain
612,Zhifang,CN,30.35,114.3167,37.17,83,12,2.64,few clouds
613,Hobyo,SO,5.3505,48.5268,76.03,72,54,22.32,broken clouds
614,Ginir,ET,7.1333,40.7,60.19,38,61,5.08,broken clouds
615,Santa Maria,BR,-29.6842,-53.8069,79.07,35,0,6.33,clear sky
616,Dudinka,RU,69.4058,86.1778,-3.39,97,100,17.11,overcast clouds
617,Payette,US,44.0782,-116.9338,49.62,49,0,5.75,clear sky
618,Harqalah,TN,36.0303,10.509,49.86,65,0,3.44,clear sky
619,Biak,ID,-0.9131,122.8766,76.78,82,100,2.55,overcast clouds
620,Tanout,NE,14.9709,8.8879,66.27,8,23,11.5,few clouds
621,Campo Grande,BR,-20.4428,-54.6464,83.75,37,0,5.75,clear sky
622,Luganville,VU,-15.5333,167.1667,83.19,75,100,6.98,overcast clouds
623,Yumen,CN,40.2833,97.2,21.92,46,100,12.26,overcast clouds
624,Lodja,CD,-3.4833,23.4333,71.91,92,100,1.03,overcast clouds
625,Pietersburg,ZA,-23.9045,29.4688,67.69,58,10,4.7,clear sky
626,La Asuncion,VE,11.0333,-63.8628,77.76,78,12,15.23,few clouds
627,Piste,MX,20.7,-88.5833,75.13,61,91,6.2,overcast clouds
628,Bac Lieu,VN,9.285,105.7244,77.94,83,97,16.13,overcast clouds
629,Kemijarvi,FI,66.7131,27.4306,26.04,93,100,8.57,overcast clouds
630,Flinders,AU,-34.5833,150.8552,82.38,61,25,2.33,scattered clouds
631,Berlevag,NO,70.8578,29.0864,22.95,74,0,24.16,clear sky
632,Marrakesh,MA,31.6315,-8.0083,64.47,34,20,3.44,few clouds
633,Sohag,EG,26.557,31.6948,52.32,41,0,9.82,clear sky
634,Horta,PT,38.5333,-28.6333,58.42,76,2,15.57,clear sky
635,Arys,KZ,42.4252,68.795,32.22,65,100,6.6,overcast clouds
636,Nigde,TR,37.8333,34.75,26.29,98,100,3.36,light snow
637,Lexington Park,US,38.2668,-76.4538,53.28,49,0,10.36,clear sky
638,San Andres,CO,12.5847,-81.7006,84.22,65,20,8.05,few clouds
639,Miramar,US,25.9873,-80.2323,65.05,89,100,8.05,overcast clouds
640,Chichihualco,MX,17.6833,-99.65,71.01,47,86,4.03,overcast clouds
641,Tazmalt,DZ,36.3868,4.3989,48.67,67,0,5.01,clear sky
642,Neiafu,TO,-18.65,-173.9833,75.88,94,75,10.36,light rain
643,Turukhansk,RU,65.8167,87.9833,-24.65,99,31,7.11,scattered clouds
644,Chiang Klang,TH,19.2938,100.8617,63.77,60,6,1.28,clear sky
645,Carutapera,BR,-1.195,-46.02,75.99,91,77,5.57,broken clouds
646,Bafq,IR,31.6128,55.4107,53.6,17,0,5.48,clear sky
647,Nouakchott,MR,18.0858,-15.9785,76.15,23,6,12.15,clear sky
648,Sturgeon Bay,US,44.8342,-87.377,36.97,64,100,16.11,overcast clouds
649,Mangrol,IN,21.1167,70.1167,66.83,61,2,12.33,clear sky
650,Muisne,EC,0.6,-80.0333,77.65,84,97,6.51,light rain
651,Wanxian,CN,30.8039,108.3897,40.48,85,17,2.84,few clouds
652,Leshukonskoye,RU,64.8989,45.7622,17.2,94,100,9.66,light snow
653,Chacabuco,AR,-34.6417,-60.4739,81.81,40,0,6.78,clear sky
654,Labuhan,ID,-6.8844,112.2051,77.34,89,100,9.1,overcast clouds
655,Kirksville,US,40.1948,-92.5833,47.05,49,40,14.97,scattered clouds
656,Henties Bay,NA,-22.116,14.2845,67.86,85,3,2.19,clear sky
